Virus_Association,Most_Haploinsufficient_gene,Introgression,node_type,dNdS
4.4,D,HSS.HSS,redundant.redundant,0.0014.0.0052
4.4,C,HSS.HSS,critical.redundant,0.0019.0.0105
3.4,C,HSS.HSS,intermittent.redundant,0.0043.0.0464
1.4,D,HSS.HSS,intermittent.redundant,0.018.0.2229
2.3,C,HSS.HSS,redundant.redundant,0.0.0017
4.4,C,HSS.HSS,redundant.intermittent,0.0053.0.0075
4.4,D,Strict.HSS,redundant.redundant,0.0029.0.0047
2.1,C,HSS.HSS,redundant.intermittent,0.0.0027
4.4,D,HSS.HSS,redundant.redundant,0.0.0164
1.2,D,HSS.HSS,intermittent.redundant,0.0.0116
2.4,C,HSS.HSS,redundant.redundant,0.0.003
4.1,D,HSS.Strict,redundant.redundant,0.0.0022
4.3,D,HSS.HSS,redundant.redundant,0.0023.0.0035
3.4,D,HSS.HSS,redundant.intermittent,0.0.0009
4.1,C,HSS.HSS,redundant.redundant,0.0.0339
4.4,C,Strict.HSS,redundant.intermittent,0.0026.0.1073
3.2,C,HSS.HSS,redundant.redundant,0.0008.0.0009
4.4,C,HSS.HSS,redundant.redundant,0.0.0026
3.2,C,Strict.HSS,redundant.redundant,0.0009.0.003
4.4,D,HSS.HSS,redundant.redundant,0.0016.0.0056
2.1,C,HSS.HSS,intermittent.redundant,0.0.0014
3.4,C,HSS.HSS,redundant.intermittent,0.0.0029
1.3,C,Intermediate.HSS,redundant.intermittent,0.0016.0.003
4.4,NA,HSS.HSS,critical.redundant,0.0033.0.0041
4.4,C,HSS.HSS,redundant.redundant,0.0.0022
4.4,C,HSS.HSS,redundant.redundant,0.0.0023
4.4,C,HSS.HSS,intermittent.redundant,0.0009.0.0179
4.2,D,HSS.HSS,redundant.redundant,0.001.0.0136
2.4,C,HSS.HSS,redundant.redundant,0.0005.0.0013
3.4,C,HSS.HSS,redundant.redundant,0.0009.0.0014
4.1,NA,HSS.HSS,intermittent.intermittent,0.0.001
4.4,C,HSS.HSS,redundant.redundant,0.0011.0.0014
3.3,C,HSS.HSS,redundant.redundant,0.0046.0.0787
4.3,C,HSS.HSS,redundant.intermittent,0.002.0.0061
4.4,D,HSS.HSS,redundant.redundant,0.0.0036
4.2,C,HSS.HSS,redundant.redundant,0.001.0.0022
4.1,C,HSS.HSS,redundant.critical,0.0017.0.0092
4.4,C,HSS.HSS,intermittent.intermittent,0.0026.0.037
3.3,C,HSS.HSS,redundant.redundant,0.0.0012
4.4,C,HSS.HSS,redundant.redundant,0.0003.0.0143
4.4,D,HSS.HSS,redundant.redundant,0.0.0011
4.4,D,HSS.HSS,intermittent.redundant,0.0036.0.0039
1.4,C,HSS.HSS,redundant.critical,0.0015.0.1268
4.4,C,HSS.HSS,redundant.redundant,0.0059.0.011
2.4,C,HSS.HSS,redundant.redundant,0.0035.0.0062
4.4,D,HSS.HSS,redundant.redundant,0.0.0523
3.4,D,HSS.HSS,redundant.intermittent,0.0085.0.0849
4.4,D,HSS.HSS,redundant.redundant,0.0001.0.0047
1.4,C,HSS.HSS,redundant.redundant,0.0039.0.0057
4.4,D,HSS.HSS,redundant.redundant,0.0043.0.0256
4.4,C,HSS.HSS,redundant.redundant,0.0005.0.0135
4.4,C,HSS.HSS,redundant.redundant,0.0.0027
4.3,D,HSS.HSS,redundant.redundant,0.0.003
4.2,C,HSS.HSS,redundant.intermittent,0.0025.0.044
2.4,C,HSS.HSS,redundant.redundant,0.001.0.004
4.4,D,HSS.HSS,redundant.redundant,0.0.0061
4.4,C,Strict.HSS,redundant.redundant,0.0011.0.0012
4.4,C,HSS.HSS,redundant.redundant,0.0.0038
1.3,C,HSS.HSS,redundant.redundant,0.0086.0.0691
4.3,C,HSS.HSS,redundant.redundant,0.0.0025
3.4,C,HSS.HSS,redundant.redundant,0.0026.0.0047
4.4,D,HSS.HSS,redundant.redundant,0.0.0008
4.3,C,HSS.HSS,redundant.redundant,0.0058.0.0094
2.3,C,HSS.HSS,redundant.critical,0.0.0024
4.4,D,Strict.HSS,redundant.redundant,0.0.0029
2.3,C,HSS.HSS,redundant.redundant,0.0004.0.002
1.4,C,HSS.HSS,intermittent.redundant,0.0.0065
4.3,D,HSS.HSS,redundant.redundant,0.0012.0.0023
4.4,C,HSS.HSS,intermittent.redundant,0.0.001
4.4,C,HSS.HSS,redundant.redundant,0.001.0.0075
3.3,C,HSS.HSS,redundant.redundant,0.0003.0.0049
1.4,C,HSS.HSS,intermittent.redundant,0.0014.0.0304
4.2,D,HSS.HSS,redundant.intermittent,0.0031.0.0067
4.4,NA,HSS.HSS,intermittent.intermittent,0.0013.0.0021
4.4,D,Strict.HSS,redundant.intermittent,0.0011.0.0049
1.2,C,HSS.Strict,redundant.intermittent,0.001.0.0033
4.3,C,HSS.HSS,redundant.redundant,0.0.0039
2.4,C,HSS.HSS,redundant.redundant,0.0007.0.0341
3.1,D,HSS.HSS,intermittent.redundant,0.0006.0.0009
4.4,C,HSS.HSS,redundant.redundant,0.0.0009
4.1,C,HSS.HSS,intermittent.redundant,0.0009.0.0021
1.4,C,HSS.HSS,redundant.redundant,0.0009.0.004
4.2,C,HSS.HSS,redundant.redundant,0.0045.0.0055
3.4,C,HSS.HSS,intermittent.redundant,0.0.0039
4.4,D,HSS.HSS,redundant.redundant,0.0.0032
1.2,C,HSS.HSS,intermittent.redundant,0.0.003
4.3,C,HSS.HSS,redundant.redundant,0.0006.0.0013
4.4,D,HSS.HSS,redundant.redundant,0.0005.0.0026
3.1,C,HSS.HSS,redundant.redundant,0.0.0012
4.1,D,HSS.HSS,redundant.redundant,0.0016.0.0059
3.4,C,HSS.HSS,redundant.redundant,0.0013.0.0085
4.4,D,HSS.HSS,redundant.intermittent,0.0038.0.0063
4.3,C,HSS.HSS,intermittent.redundant,0.0008.0.0196
4.2,C,HSS.HSS,critical.redundant,0.0018.0.0076
3.4,C,HSS.HSS,critical.redundant,0.001.0.0038
4.4,NA,HSS.HSS,redundant.redundant,0.0.0023
4.4,D,HSS.HSS,intermittent.redundant,0.0.0514
4.3,C,HSS.HSS,redundant.redundant,0.0.0063
4.3,C,HSS.HSS,critical.redundant,0.0.0024
4.4,C,HSS.HSS,redundant.redundant,0.0037.0.0127
4.4,D,HSS.HSS,redundant.redundant,0.0025.0.0151
4.2,D,HSS.HSS,redundant.redundant,0.0027.0.0075
4.4,C,HSS.HSS,redundant.redundant,0.0026.0.0063
1.4,C,HSS.HSS,redundant.redundant,0.0.022
2.4,C,HSS.HSS,redundant.redundant,0.0004.0.001
2.4,C,HSS.HSS,redundant.redundant,0.004.0.016
4.4,C,HSS.HSS,redundant.redundant,0.002.0.0027
4.4,D,HSS.HSS,intermittent.redundant,0.0055.0.0151
4.2,D,HSS.HSS,redundant.intermittent,0.0019.0.0023
4.3,C,HSS.HSS,intermittent.redundant,0.0015.0.0042
1.4,D,HSS.HSS,redundant.redundant,0.0018.0.0025
4.4,C,HSS.HSS,redundant.redundant,0.0018.0.0143
4.4,C,HSS.HSS,redundant.redundant,0.0012.0.0069
4.4,C,HSS.HSS,intermittent.redundant,0.0013.0.0029
3.2,D,HSS.HSS,intermittent.redundant,0.0017.0.0033
4.4,D,HSS.HSS,redundant.redundant,0.0018.0.0173
4.4,C,HSS.HSS,redundant.redundant,0.0005.0.0023
1.4,C,HSS.HSS,critical.intermittent,0.0008.0.0441
4.4,C,HSS.HSS,intermittent.redundant,0.004.0.0084
4.3,C,HSS.HSS,redundant.redundant,0.0.0012
2.4,C,Intermediate.HSS,redundant.redundant,0.0012.0.0022
1.4,D,HSS.HSS,redundant.redundant,0.0011.0.0059
4.1,C,HSS.HSS,intermittent.redundant,0.007.0.0098
4.4,C,HSS.HSS,redundant.redundant,0.0011.0.0073
4.4,C,HSS.HSS,redundant.intermittent,0.0007.0.0016
4.4,C,HSS.HSS,redundant.intermittent,0.0051.0.0052
4.4,C,HSS.HSS,redundant.redundant,0.0.0201
4.1,C,HSS.HSS,redundant.redundant,0.0088.0.0208
4.4,D,HSS.HSS,redundant.redundant,0.0018.0.0026
1.4,D,HSS.HSS,critical.redundant,0.0.0029
4.4,D,HSS.HSS,redundant.redundant,0.0014.0.0015
4.1,C,HSS.HSS,critical.redundant,0.0018.0.0074
4.4,C,HSS.Strict,redundant.intermittent,0.0.0442
4.4,C,Intermediate.HSS,redundant.redundant,0.0029.0.0114
4.4,D,HSS.HSS,redundant.redundant,0.0027.0.0081
4.4,D,HSS.HSS,redundant.redundant,0.0004.0.0011
2.3,C,HSS.Intermediate,redundant.critical,0.0.0013
4.3,D,HSS.HSS,intermittent.redundant,0.0033.0.0055
4.4,C,HSS.HSS,redundant.intermittent,0.0009.0.0024
1.1,C,HSS.HSS,redundant.redundant,0.0018.0.0081
4.1,C,HSS.HSS,redundant.redundant,0.0015.0.004
4.1,C,Strict.HSS,redundant.redundant,0.0.007
1.4,D,HSS.HSS,redundant.redundant,0.0.0015
4.4,C,HSS.HSS,redundant.redundant,0.0427.0.1039
4.2,C,HSS.Intermediate,critical.redundant,0.0026.0.0094
3.2,C,HSS.HSS,redundant.redundant,0.0.0042
2.3,C,HSS.HSS,intermittent.redundant,0.0009.0.0036
4.4,D,HSS.HSS,redundant.redundant,0.0014.0.0025
1.4,D,HSS.HSS,intermittent.redundant,0.0.0215
4.4,C,HSS.HSS,intermittent.intermittent,0.0035.0.0043
4.1,C,HSS.HSS,intermittent.redundant,0.0.0009
2.4,C,HSS.HSS,redundant.redundant,0.0011.0.0018
4.3,C,HSS.HSS,redundant.redundant,0.006.0.0083
4.4,C,HSS.HSS,redundant.redundant,0.0012.0.0072
4.4,D,HSS.HSS,redundant.redundant,0.0022.0.0049
4.1,D,HSS.HSS,redundant.critical,0.0017.0.0148
1.4,D,HSS.HSS,redundant.redundant,0.0005.0.0605
3.4,C,HSS.HSS,redundant.redundant,0.0004.0.0074
4.2,D,HSS.HSS,redundant.redundant,0.0.0017
2.4,D,HSS.HSS,redundant.redundant,0.0013.0.0022
2.4,C,HSS.HSS,redundant.critical,0.0015.0.003
4.4,C,HSS.HSS,critical.redundant,0.0013.0.044
4.3,C,HSS.HSS,redundant.redundant,0.0.005
2.4,C,HSS.HSS,redundant.redundant,0.0073.0.0095
1.3,D,HSS.HSS,redundant.redundant,0.0055.0.009
4.3,C,HSS.HSS,intermittent.redundant,0.0009.0.0013
4.4,C,HSS.HSS,redundant.redundant,0.0016.0.003
4.4,C,HSS.HSS,redundant.redundant,0.0021.0.0048
4.4,C,HSS.HSS,redundant.intermittent,0.0007.0.0034
3.4,C,HSS.HSS,intermittent.redundant,0.0.0016
4.4,C,HSS.HSS,redundant.intermittent,0.0.001
4.4,C,HSS.HSS,redundant.redundant,0.0022.0.0279
1.4,C,HSS.Strict,redundant.redundant,0.0021.0.0033
4.2,D,HSS.HSS,redundant.redundant,0.0008.0.0185
4.3,C,HSS.HSS,redundant.intermittent,0.0.0007
4.4,C,HSS.HSS,redundant.redundant,0.0.0013
2.3,C,HSS.HSS,redundant.redundant,0.0.0024
4.4,C,HSS.HSS,redundant.redundant,0.0021.0.0044
4.3,D,HSS.HSS,redundant.redundant,0.0011.0.0012
3.1,C,HSS.HSS,redundant.redundant,0.002.0.004
4.3,D,HSS.HSS,redundant.redundant,0.0016.0.0348
4.4,C,HSS.HSS,redundant.redundant,0.0.0187
4.4,D,HSS.HSS,redundant.redundant,0.0116.0.0912
1.4,D,HSS.HSS,intermittent.redundant,0.0012.0.0025
4.1,C,HSS.HSS,redundant.redundant,0.0011.0.004
4.4,C,HSS.HSS,redundant.redundant,0.0007.0.0171
4.4,C,HSS.HSS,redundant.redundant,0.0023.0.0042
3.1,C,HSS.HSS,redundant.redundant,0.0.0116
4.4,C,HSS.HSS,intermittent.intermittent,0.0014.0.006
1.4,C,HSS.HSS,redundant.intermittent,0.0.0032
2.1,D,HSS.HSS,intermittent.redundant,0.0.007
4.4,C,HSS.HSS,intermittent.redundant,0.0013.0.0029
4.3,C,HSS.HSS,redundant.redundant,0.0.0026
4.4,D,HSS.HSS,redundant.redundant,0.0005.0.0018
4.4,C,HSS.HSS,redundant.redundant,0.0009.0.002
4.3,D,HSS.HSS,redundant.redundant,0.0072.0.0216
4.3,NA,HSS.HSS,redundant.intermittent,0.0015.0.0069
1.4,C,HSS.HSS,redundant.redundant,0.0024.0.0063
4.2,C,HSS.HSS,redundant.redundant,0.0.0014
3.4,C,HSS.HSS,critical.intermittent,0.0021.0.0024
4.4,C,HSS.HSS,redundant.redundant,0.0.0059
2.2,C,HSS.HSS,intermittent.intermittent,0.0009.0.0448
2.3,C,HSS.HSS,critical.intermittent,0.0038.0.036
2.4,D,HSS.HSS,redundant.intermittent,0.0014.0.0026
4.4,C,HSS.HSS,intermittent.intermittent,0.0077.0.0116
4.4,NA,HSS.HSS,redundant.redundant,0.0063.0.0279
4.4,D,HSS.Strict,redundant.redundant,0.0.0013
3.4,D,Strict.HSS,redundant.critical,0.0.0211
4.4,C,HSS.HSS,critical.redundant,0.0007.0.0009
4.4,C,HSS.HSS,intermittent.redundant,0.0049.0.0051
4.4,D,HSS.HSS,redundant.redundant,0.0055.0.0111
4.4,NA,HSS.HSS,redundant.redundant,0.002.0.0034
4.1,NA,HSS.HSS,redundant.redundant,0.0.0117
2.4,D,HSS.HSS,redundant.redundant,0.0084.0.0477
4.3,C,HSS.HSS,intermittent.intermittent,0.007.0.07
4.4,C,HSS.HSS,intermittent.redundant,0.0.0009
4.4,C,HSS.HSS,redundant.redundant,0.0022.0.0049
4.4,D,HSS.HSS,redundant.redundant,0.0.0015
4.4,C,HSS.HSS,redundant.redundant,0.001.0.008
4.4,C,HSS.HSS,redundant.redundant,0.0014.0.0019
1.4,D,HSS.HSS,redundant.intermittent,0.0018.0.0079
2.4,C,HSS.HSS,redundant.redundant,0.0006.0.0033
1.4,C,HSS.HSS,redundant.intermittent,0.0.0025
4.4,D,HSS.Strict,redundant.redundant,0.0.0013
1.4,C,HSS.HSS,redundant.redundant,0.0.0051
4.3,D,HSS.HSS,redundant.redundant,0.0025.0.0031
4.4,C,HSS.HSS,redundant.redundant,0.0015.0.0097
4.2,C,HSS.HSS,redundant.redundant,0.0.1047
1.4,C,HSS.HSS,redundant.redundant,0.0011.0.0201
2.3,NA,HSS.HSS,redundant.redundant,0.0008.0.0329
4.2,D,HSS.HSS,redundant.redundant,0.0018.0.1926
4.4,C,HSS.HSS,redundant.redundant,0.0007.0.0205
4.4,C,HSS.HSS,redundant.redundant,0.0007.0.0015
1.4,C,HSS.HSS,intermittent.redundant,0.001.0.0018
2.4,C,HSS.HSS,redundant.redundant,0.0009.0.0206
1.4,C,HSS.HSS,intermittent.redundant,0.0.0004
4.1,C,HSS.HSS,redundant.redundant,0.0014.0.0015
4.4,C,HSS.HSS,redundant.intermittent,0.0019.0.0035
2.2,C,HSS.HSS,redundant.redundant,0.0008.0.0027
4.4,C,HSS.HSS,redundant.intermittent,0.0018.0.0051
4.4,C,HSS.HSS,redundant.redundant,0.0.0087
4.4,D,HSS.HSS,redundant.redundant,0.0007.0.0011
4.4,D,HSS.HSS,redundant.redundant,0.0009.0.022
3.1,C,HSS.HSS,redundant.redundant,0.0.0136
4.4,D,HSS.HSS,redundant.redundant,0.0008.0.0015
3.3,C,HSS.HSS,critical.redundant,0.0017.0.0042
4.1,D,HSS.HSS,intermittent.redundant,0.0024.0.0274
4.4,C,HSS.HSS,intermittent.redundant,0.0.002
3.4,D,HSS.HSS,redundant.redundant,0.0014.0.0016
4.1,C,HSS.HSS,redundant.redundant,0.0007.0.0015
4.4,C,HSS.HSS,redundant.redundant,0.0.0034
4.4,C,HSS.HSS,redundant.redundant,0.0.0007
2.3,D,Strict.HSS,redundant.intermittent,0.0043.0.0175
4.2,C,HSS.HSS,redundant.redundant,0.0008.0.0049
3.4,C,HSS.HSS,redundant.redundant,0.0023.0.0136
4.2,D,HSS.HSS,redundant.intermittent,0.0008.0.0027
4.2,D,HSS.HSS,redundant.intermittent,0.0014.0.009
1.4,NA,HSS.HSS,redundant.redundant,0.0011.0.0127
4.4,D,HSS.HSS,redundant.redundant,0.0026.0.0033
4.4,C,HSS.HSS,intermittent.intermittent,0.0041.0.0043
4.4,C,HSS.HSS,redundant.redundant,0.0019.0.0032
4.4,D,HSS.HSS,intermittent.redundant,0.0.0011
1.4,C,HSS.HSS,redundant.redundant,0.0023.0.0058
4.4,C,HSS.HSS,intermittent.redundant,0.0.0027
2.1,C,HSS.HSS,redundant.intermittent,0.0.0138
4.3,C,HSS.HSS,intermittent.intermittent,0.0011.0.0245
3.3,C,HSS.HSS,redundant.redundant,0.0003.0.0011
2.3,D,HSS.HSS,redundant.critical,0.0006.0.0133
3.4,C,HSS.HSS,redundant.redundant,0.0023.0.1571
4.3,D,Intermediate.HSS,redundant.critical,0.0057.0.0108
4.2,D,HSS.HSS,intermittent.redundant,0.0.0011
2.4,C,HSS.HSS,redundant.redundant,0.0025.0.0062
4.2,D,HSS.HSS,redundant.redundant,0.0.0108
4.2,D,HSS.HSS,redundant.intermittent,0.0.0005
4.4,D,HSS.HSS,intermittent.redundant,0.0.0007
3.2,C,HSS.HSS,redundant.redundant,0.0025.0.0062
4.3,D,HSS.HSS,redundant.intermittent,0.0016.0.0175
4.1,NA,HSS.HSS,redundant.redundant,0.0005.0.0012
4.3,C,HSS.HSS,intermittent.intermittent,0.0013.0.0278
4.4,D,HSS.HSS,intermittent.redundant,0.0119.0.0291
4.4,D,HSS.HSS,redundant.redundant,0.0.0172
4.4,D,Strict.HSS,redundant.redundant,0.0005.0.001
4.4,D,HSS.HSS,redundant.redundant,0.0043.0.0057
4.4,D,HSS.HSS,redundant.redundant,0.0013.0.0049
3.1,D,HSS.HSS,intermittent.redundant,0.0021.0.0027
1.1,D,HSS.HSS,redundant.critical,0.0.001
2.4,C,HSS.HSS,intermittent.redundant,0.0006.0.0191
4.1,C,HSS.HSS,redundant.redundant,0.0.0007
4.4,C,HSS.HSS,redundant.redundant,0.0088.0.0266
4.4,D,HSS.HSS,redundant.intermittent,0.0.0063
4.4,C,HSS.HSS,redundant.redundant,0.0012.0.2063
4.4,C,HSS.HSS,redundant.redundant,0.0.0135
3.4,C,HSS.HSS,redundant.redundant,0.0.0027
4.2,C,HSS.HSS,redundant.redundant,0.0.003
2.4,D,HSS.HSS,critical.redundant,0.0.002
3.4,C,HSS.HSS,redundant.intermittent,0.0005.0.0016
1.1,C,HSS.HSS,redundant.redundant,0.0.0004
2.3,C,HSS.HSS,intermittent.intermittent,0.0006.0.0024
3.4,D,HSS.HSS,critical.redundant,0.0005.0.0011
4.4,D,HSS.HSS,redundant.intermittent,0.0077.0.0226
4.4,D,HSS.HSS,redundant.redundant,0.0.0035
3.4,D,HSS.HSS,intermittent.redundant,0.0017.0.0043
4.4,C,Strict.HSS,redundant.intermittent,0.0011.0.0014
4.4,D,HSS.HSS,intermittent.intermittent,0.0.0004
4.4,C,HSS.HSS,redundant.redundant,0.0025.0.0107
4.3,D,HSS.HSS,redundant.redundant,0.0013.0.002
4.4,D,HSS.HSS,redundant.redundant,0.0.0106
4.4,C,HSS.HSS,redundant.redundant,0.0.0041
4.4,C,HSS.HSS,redundant.redundant,0.0007.0.0008
4.4,NA,HSS.HSS,redundant.redundant,0.0023.0.0158
4.4,C,HSS.HSS,redundant.intermittent,0.0018.0.0522
4.4,D,HSS.HSS,redundant.redundant,0.0005.0.0008
4.4,C,HSS.HSS,redundant.redundant,0.0047.0.0079
4.4,C,HSS.HSS,intermittent.redundant,0.0.0017
4.3,C,HSS.HSS,redundant.intermittent,0.0011.0.0082
4.2,D,HSS.HSS,redundant.redundant,0.0.0017
4.4,D,HSS.HSS,intermittent.redundant,0.0.0839
4.2,C,HSS.HSS,redundant.redundant,0.0007.0.0075
4.3,D,HSS.HSS,redundant.intermittent,0.0024.0.0266
2.3,C,HSS.HSS,redundant.redundant,0.0005.0.0013
3.4,C,Strict.Strict,redundant.redundant,0.0009.0.0025
2.4,C,HSS.HSS,redundant.redundant,0.0.0005
4.4,C,HSS.HSS,redundant.redundant,0.0036.0.0094
4.1,C,HSS.HSS,redundant.redundant,0.0009.0.0227
4.4,C,HSS.HSS,redundant.redundant,0.0084.0.027
4.3,D,HSS.HSS,critical.critical,0.0017.0.0445
4.4,C,HSS.HSS,redundant.redundant,0.0.0015
1.2,C,HSS.HSS,intermittent.redundant,0.0.0029
2.2,D,Strict.HSS,redundant.intermittent,0.0079.0.0222
4.4,C,HSS.HSS,intermittent.redundant,0.0.0012
4.2,C,HSS.HSS,redundant.redundant,0.0017.0.0077
4.2,C,HSS.HSS,intermittent.redundant,0.0002.0.0264
1.4,C,HSS.HSS,redundant.intermittent,0.0.0079
4.4,C,HSS.HSS,redundant.redundant,0.0014.0.006
4.2,C,HSS.HSS,redundant.redundant,0.0.0009
3.4,D,HSS.HSS,intermittent.redundant,0.0.0525
4.4,C,HSS.HSS,redundant.redundant,0.0023.0.0944
2.4,C,HSS.HSS,intermittent.redundant,0.0006.0.0009
2.4,D,HSS.HSS,redundant.redundant,0.0011.0.0019
1.4,C,HSS.HSS,redundant.redundant,0.0018.0.0257
1.3,C,HSS.HSS,intermittent.redundant,0.0.0029
4.4,C,HSS.HSS,redundant.redundant,0.0.0024
4.1,NA,HSS.HSS,redundant.redundant,0.0023.0.0347
3.4,C,HSS.HSS,redundant.redundant,0.0.0005
4.4,C,HSS.HSS,intermittent.redundant,0.0008.0.004
2.2,C,HSS.HSS,intermittent.redundant,0.0.0025
1.4,D,HSS.HSS,redundant.redundant,0.0008.0.0016
4.4,C,HSS.HSS,redundant.redundant,0.0.0035
2.4,C,Intermediate.HSS,redundant.intermittent,0.0.0012
4.4,D,HSS.HSS,redundant.redundant,0.0006.0.0015
4.2,C,HSS.HSS,redundant.redundant,0.0012.0.0016
3.4,D,HSS.HSS,redundant.redundant,0.0.0091
3.2,C,HSS.HSS,intermittent.redundant,0.0047.0.0239
4.2,C,HSS.HSS,redundant.redundant,0.0009.0.0038
4.4,C,HSS.HSS,redundant.redundant,0.0011.0.0042
4.4,D,HSS.HSS,redundant.intermittent,0.0005.0.001
4.1,D,HSS.HSS,redundant.intermittent,0.0011.0.0075
4.4,D,HSS.HSS,redundant.intermittent,0.0047.0.0052
4.1,C,HSS.HSS,redundant.intermittent,0.0007.0.0008
4.1,C,HSS.HSS,intermittent.redundant,0.0011.0.006
2.4,C,HSS.HSS,redundant.intermittent,0.0.0057
1.4,C,HSS.HSS,critical.intermittent,0.0.0047
4.4,C,HSS.Intermediate,redundant.redundant,0.0.0031
2.4,D,HSS.HSS,redundant.redundant,0.0039.0.0191
1.1,C,HSS.Strict,redundant.redundant,0.0032.0.0167
4.4,D,HSS.Intermediate,redundant.redundant,0.0004.0.0123
3.2,D,HSS.HSS,critical.redundant,0.0.05
4.4,D,HSS.HSS,intermittent.redundant,0.0013.0.0026
4.4,D,HSS.HSS,redundant.intermittent,0.0012.0.0501
4.4,D,HSS.HSS,redundant.redundant,0.0039.0.0328
4.4,D,HSS.HSS,redundant.redundant,0.0.0014
4.4,D,HSS.Intermediate,redundant.redundant,0.0015.0.0123
4.4,C,HSS.HSS,redundant.redundant,0.0.001
3.4,C,HSS.HSS,redundant.redundant,0.0.0006
4.4,D,HSS.HSS,redundant.redundant,0.0149.0.2
4.4,C,HSS.HSS,redundant.redundant,0.0022.0.0055
2.4,D,HSS.HSS,redundant.redundant,0.0.0011
4.3,C,HSS.HSS,redundant.redundant,0.0013.0.0022
4.4,C,HSS.Strict,redundant.redundant,0.0007.0.0029
4.1,D,HSS.HSS,redundant.redundant,0.0021.0.0031
4.4,C,HSS.HSS,redundant.redundant,0.0043.0.0095
2.4,D,HSS.HSS,redundant.redundant,0.0014.0.0033
4.4,C,HSS.HSS,redundant.redundant,0.0062.0.0212
3.3,D,HSS.HSS,redundant.redundant,0.0064.0.016
4.1,C,HSS.HSS,redundant.redundant,0.0006.0.0162
3.1,D,HSS.HSS,redundant.redundant,0.0029.0.0092
4.3,C,HSS.HSS,redundant.redundant,0.0017.0.0078
2.4,C,HSS.HSS,redundant.redundant,0.0.0016
4.4,D,HSS.HSS,redundant.redundant,0.0.0029
1.4,C,HSS.HSS,redundant.redundant,0.0025.0.0049
4.4,C,HSS.HSS,critical.redundant,0.0018.0.0087
3.4,C,HSS.HSS,redundant.intermittent,0.0.003
3.1,D,HSS.HSS,redundant.redundant,0.0055.0.0092
4.4,C,Intermediate.HSS,redundant.redundant,0.0145.0.0944
4.2,D,HSS.HSS,redundant.intermittent,0.0021.0.0026
3.1,D,HSS.HSS,redundant.redundant,0.0018.0.0136
4.4,D,HSS.HSS,redundant.redundant,0.0011.0.0839
4.4,C,HSS.HSS,redundant.redundant,0.0008.0.0048
2.3,C,HSS.HSS,intermittent.redundant,0.0018.0.0026
3.1,D,HSS.HSS,critical.critical,0.0.001
3.4,D,HSS.HSS,redundant.redundant,0.0.0007
4.4,C,HSS.HSS,redundant.redundant,0.0032.0.0332
4.4,C,HSS.Intermediate,redundant.intermittent,0.0023.0.0033
4.4,C,HSS.HSS,intermittent.intermittent,0.0013.0.0034
2.4,D,HSS.HSS,redundant.intermittent,0.0051.0.0062
4.1,C,HSS.HSS,redundant.redundant,0.0.0009
4.4,D,Strict.HSS,redundant.redundant,0.0005.0.0027
4.2,D,HSS.HSS,intermittent.redundant,0.0064.0.1926
3.4,D,HSS.HSS,intermittent.intermittent,0.0015.0.0286
1.4,D,HSS.HSS,redundant.redundant,0.0031.0.0043
4.4,C,HSS.HSS,intermittent.redundant,0.0012.0.0136
4.4,D,HSS.HSS,redundant.redundant,0.0017.0.0026
4.4,C,HSS.HSS,redundant.intermittent,0.0005.0.0034
4.1,D,Strict.HSS,redundant.redundant,0.0005.0.0006
4.1,C,HSS.HSS,redundant.redundant,0.0013.0.0015
4.1,C,HSS.HSS,redundant.redundant,0.0026.0.0058
4.4,D,HSS.HSS,redundant.redundant,0.0034.0.004
4.4,C,HSS.HSS,redundant.redundant,0.0019.0.006
2.4,C,HSS.HSS,redundant.redundant,0.0.001
4.4,D,HSS.HSS,redundant.redundant,0.002.0.0041
4.4,C,HSS.HSS,redundant.intermittent,0.0.0042
4.1,C,HSS.HSS,redundant.redundant,0.0.0008
4.1,C,HSS.HSS,critical.redundant,0.0018.0.0108
4.1,D,HSS.HSS,intermittent.redundant,0.0033.0.0092
4.4,D,HSS.HSS,intermittent.redundant,0.0016.0.0054
3.4,C,HSS.HSS,critical.intermittent,0.0006.0.0041
4.4,D,HSS.HSS,redundant.redundant,0.0077.0.012
4.4,C,HSS.HSS,redundant.intermittent,0.0.0032
4.4,C,HSS.HSS,intermittent.intermittent,0.0008.0.0027
4.4,C,HSS.HSS,redundant.redundant,0.0.0867
4.4,NA,HSS.HSS,intermittent.redundant,0.0.0158
4.2,D,HSS.HSS,intermittent.intermittent,0.0008.0.0009
4.4,D,HSS.HSS,redundant.critical,0.0.0006
4.2,C,HSS.HSS,redundant.redundant,0.0039.0.0045
4.4,D,HSS.Strict,critical.redundant,0.0.0008
4.4,C,HSS.HSS,intermittent.redundant,0.0.0023
4.2,D,HSS.HSS,redundant.redundant,0.0006.0.001
4.4,C,HSS.HSS,redundant.intermittent,0.0005.0.0016
4.3,C,HSS.HSS,redundant.redundant,0.0012.0.0014
4.4,D,HSS.HSS,critical.redundant,0.0007.0.022
3.4,C,HSS.Strict,intermittent.redundant,0.0.0086
4.3,D,HSS.HSS,redundant.redundant,0.0041.0.0757
1.1,D,HSS.HSS,redundant.redundant,0.002.0.0369
4.4,C,Intermediate.HSS,redundant.redundant,0.0009.0.0037
2.4,C,HSS.HSS,redundant.redundant,0.0021.0.0027
4.4,D,HSS.HSS,redundant.intermittent,0.0027.0.0072
